Verified Product,Verified Brand,Category,My Brand,My Product,Matched Name
Alien Rock 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Animal Cream Cake | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Animal Cream Cake | Indica - Diamond THCA-Infused Pre-Rolls -1.5GThree-Pack,HEAVY HITTERS,,,,
Animal Mints | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Animal Mints | I/H - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Animal Z x Garlic Cocktail | I - Live Rosin InfusedPre-Roll-1.6g JellyJoint,HEAVY HITTERS,,,,
Anunnaki x Key Lime Pie | Sativa - Live Rosin Infused 0.5g Preroll 5-Pack,HEAVY HITTERS,,,,
Anunnaki x Moroccan Peaches | Indica - Live Rosin Infused 0.5g Preroll 5-Pa,HEAVY HITTERS,,,,
Apple Fritter | Indica/Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Apples & Bananas | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Baklava | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Banana Cream Cake | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Banana Cream Cake | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pa,HEAVY HITTERS,,,,
Banana Cream Jealousy | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Banana Cream Jealousy | Indica - Diamond THCA-Infused Pre-Rolls-1.5GThree-P,HEAVY HITTERS,,,,
Banana Cream Pie | I - 100% Pure Live Rosin Solventless Oil - 1G Vape Cartr,HEAVY HITTERS,,,,
Banana Cream | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Banana Cream | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Banana Hammer | Indica - 100% Pure Live Rosin Solventless Oil -1G Vape Cart,HEAVY HITTERS,,,,
Banana OG | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Banjo Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
Big Apple x Kush Mints | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Big Apple | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Biscotti BX1 | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Biscotti Kush Mints | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Biscotti Kush Mints | I/H - Diamond THCA-Infused Pre-Rolls - 1.5GThree-Pack,HEAVY HITTERS,,,,
Black Cherry Gelato | I/H - Diamond THCA-Infused Pre-Rolls - 1.5GThree-Pack,HEAVY HITTERS,,,,
Black Triangle | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Black Triangle | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blackberry Kush | I - Ultra Extract High Potency Oil - 2G All-In-One Vape,HEAVY HITTERS,,,,
Blackberry Kush | I - Ultra Extract High Potency Oil -0.5GAll-In-OneVape,HEAVY HITTERS,,,,
Blackberry Kush | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blackberry Kush | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blackberry Kush | Indica -Ultra Extract High Purity Oil-1G Vape Cartridge,HEAVY HITTERS,,,,
Blackberry Kush | Ultra Extract High Potency Oil - 1G Heavy Pod,HEAVY HITTERS,,,,
Blackberry Kush | Ultra Extract High Potency Oil - 1G Reloadable AIO POD,HEAVY HITTERS,,,,
Blackberry Lemon | Indica - Live Rosin Gummies - 100mg,HEAVY HITTERS,,,,
Blackberry OG | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blackberry OG | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blackberry Widow x Grape Gas | (H) -Live Rosin Infused Pre-Roll-1.6gJellyJo,HEAVY HITTERS,,,,
Blackberry Widow x Rainbow Punch | H -JellyRosinInfused0.5gPreroll 5-,HEAVY HITTERS,,,,
Blue Dream - Ultra Extract High Purity Oil - 1G Vape Cartridge,HEAVY HITTERS,,,,
Blue Dream | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blue Dream | Sativa - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
Blue Dream | Sativa - Ultra Extract High Potency Oil - 0.3G All-In-One Vape,HEAVY HITTERS,,,,
Blue Dream | Sativa - Ultra Extract High Potency Oil - 1G Pod,HEAVY HITTERS,,,,
Blue Dream | Sativa-Ultra Extract High Potency Oil-0.5GAll-In-One Vape,HEAVY HITTERS,,,,
Blue Gummies x Jet Fuel Gelato |Hybrid -Jelly Rosin Infused0.5gPreroll 5-Pa,HEAVY HITTERS,,,,
Blue Gummies x Sour Strawberry | Hybrid-Jelly Rosin Infused 0.5gPreroll5-Pa,HEAVY HITTERS,,,,
Blue Gummies | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blue Gummies | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blue Slushie | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blue Slushie | I/H- Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blueberry Frost | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Blueberry Frost | Sativa - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Blueberry Muffin 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Brain Cake | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Bubble Bath | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Bubblegum Gelato | Indica - Ultra Extract High Purity Oil - 1G Vape Cart,HEAVY HITTERS,,,,
Bursters | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
CAM: Afghan Sweetz | H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
CAM: Alien Rock | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Biscotti BX1 | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Bruntz | Hybrid - Diamond THCA-Infused Pre-Rolls-2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Bubbas Girl - NY Diamond Infused Pre-Rolls | 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Devil Driver | Hybrid - Diamond THCA-Infused Pre-Rolls-2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Euro Step | Indica - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Gelato x Zkittlez | (H) - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Lemon Cherry Gelato - NY Diamond Infused Pre-Rolls | 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Lemon Cherry Gelato | (H) - Diamond THCA-Infused Pre-Rolls-2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Permanent Marker - NY Diamond Infused Pre-Rolls | 2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Scottie's Cake | Hybrid - Diamond THCA-Infused Pre-Rolls-2.5G 5-Pack,HEAVY HITTERS,,,,
CAM: Sunset Smoke | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
COTC: Animal Style | Indica - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
COTC: Halle Berry | Sativa - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
COTC: Pave Runtz | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
COTC: Spritzer | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
Cannabis Bros. Cookies N Chem | I - Diamond THCA-Infu Pre-Rolls - 2.5G 5,HEAVY HITTERS,,,,
Cereal Milk | H - 100% Pure Live Rosin Solventless Oil - 1G Vape Cart,HEAVY HITTERS,,,,
Cereal Milk | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Cereal Milk | Hybrid - Ultra Extract High Potency Oil - 1G Heavy Pod,HEAVY HITTERS,,,,
Cereal Milk | Hybrid - Ultra Extract High Potency Oil - 1G Pod,HEAVY HITTERS,,,,
Certified Boogeyman | I - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
Chemdog 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Cherry Breeze | Sativa - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Cherry Haze | Sativa- Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Cherry Markers | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-Pack,HEAVY HITTERS,,,,
Cherry Pie Kush | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Cherry Pie Kush | Hybrid- Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Chocolate Diesel | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Chocolate Hashberry Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
Citrus Tsunami x Trop Cherry | I - Diamond THCA-Infused Pre-Rolls -2.5G 5P,HEAVY HITTERS,,,,
Clade 9:Orange Push Pop | Indica-Diamond THCA-Infused Pre-Rolls-2.5G 5-Pack,HEAVY HITTERS,,,,
Cloudberry | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Cloudberry | Indica - Lights Out CBN Sleep - 0.3G All-In-One Vape,HEAVY HITTERS,,,,
Cookies & Cream | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Cosmic Cookies | Hybrid-100% Pure Live Rosin SolventlessOil-1GVapeCartridge,HEAVY HITTERS,,,,
Devil Driver | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Diablo OG | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Diamond Dust | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Donny Burger | Indica - 100% Pure Live RosinSolventless Oil-1GVapeCartridge,HEAVY HITTERS,,,,
Donny Papaya | Indica - 100% Pure Live Rosin Solventless Oil-1G Vape Cartr,HEAVY HITTERS,,,,
Dosi Guava | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Dosi Kush Mints | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Dosi Kush Mints | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Durb Sherb | Indica - 100% Pure Live Rosin Solventless Oil -1GVapeCartridge,HEAVY HITTERS,,,,
Durban Cleaner 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Durban Margy x Pie Hoe | I - Live Rosin Infused 0.5g Preroll 5-Pack,HEAVY HITTERS,,,,
Fig Bar - Diamond Infused Pre-Rolls | 2.5G 5-Pack,HEAVY HITTERS,,,,
Fig Bar | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Figueroa OG | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
First Class Funk | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
First Class Funk | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pac,HEAVY HITTERS,,,,
First Class Funk | Indica-100% Pure LiveRosinSolventlessOil-1GVapeCartridge,HEAVY HITTERS,,,,
Fresh Water Taffy | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Fresh Water Taffy | Hybrid - Diamond THCA-Infused Pre-Rolls-1.5G Three-Pack,HEAVY HITTERS,,,,
Frozen Peaches | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
GDP | Indica - 100% Pure Live Rosin Solventless Oil - 1G Vape Cartridge,HEAVY HITTERS,,,,
GMO Crasher | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
GMO Crasher | I/H - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
GMO Crusher | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
GMO Garlic Cookies | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
GSC 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Garlic Cocktail | Indica-100% Pure Live RosinSolventlessOil-1GVapeCartridge,HEAVY HITTERS,,,,
Garlic Cookies | I - 100% Pure Live Rosin Solventless Oil - 1G Vape Cart,HEAVY HITTERS,,,,
Garlic OG | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Garlic OG | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Garlic Razz | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Garlic Z | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Garlicane | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Garlotti | Hybrid - Live Rosin Jar 2g,HEAVY HITTERS,,,,
Garlotti | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Garlotti | I/H - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Gelati Kush Mints | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Gelati Kush Mints | I/H- Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Gelato #33 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Gelato High Octane | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Georgia Pie x Z | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Ghost | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Gizmo | Indica - 100% Pure Live Rosin Solventless Oil - 1G Vape Cartridge,HEAVY HITTERS,,,,
God's Gift | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
God's Gift | Indica - Ultra Extract High Potency Oil - 1G Pod,HEAVY HITTERS,,,,
Gorilla Breath | Hybrid-100% Pure Live Rosin SolventlessOil-1GVapeCartridge,HEAVY HITTERS,,,,
Gorilla OG | Indica - 100% Pure Live Rosin Solventless Oil -1GVapeCartridge,HEAVY HITTERS,,,,
Grandi Guava | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Grape Ape | Indica - Live Rosin Jar 2g,HEAVY HITTERS,,,,
Grape Congolese | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Grape Gas | Hybrid - NY Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Grape Gas | Indica - 100% Pure Live Rosin Solventless Oil - 1G Vape Cartri,HEAVY HITTERS,,,,
Grape Pie | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Grape Pie | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Grape Stomper | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Grape Zzzz | Indica - Ultra Extract High Purity Oil - 1G Vape Cartridge,HEAVY HITTERS,,,,
Grapefruit | Sativa - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Green Crack | Sativa- Lights On THCV Energy - 0.3G All-In-One Vape,HEAVY HITTERS,,,,
Green Ribbon x Amarelo | Hybrid - Diamond THCA-Infused Pre-Rolls - 2.5G 5-P,HEAVY HITTERS,,,,
Green Wizard OG | Indica- Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Guava Gelato | Hybrid - Ultra Extract High Potency Oil - 1G Pod,HEAVY HITTERS,,,,
Guava Strawberry | Sativa - Live Rosin Gummies - 100mg,HEAVY HITTERS,,,,
Gumbo | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Gumbo | Indica - Ultra Extract High Potency Oil - 1G Heavy Pod,HEAVY HITTERS,,,,
Gumbo | Indica - Ultra Extract High Potency Oil - 1G Reloadable AIO POD,HEAVY HITTERS,,,,
Gumbo | Indica - Ultra Extract High Potency Oil-0.5G AIO Vape,HEAVY HITTERS,,,,
Harcore Sherb | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Hardcore Chem | S/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Hawaiian Honey 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Haze Berry | Sativa - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Heavy Hitters Pax Era Pod 0.5g AC/DC 1:1 CBD,HEAVY HITTERS,,,,
Heavy Hitters Pax Era Pod 0.5g Pineapple Express,HEAVY HITTERS,,,,
,,,,,
,,,,,
Hectane | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Horchata | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Horchata | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Ice Cream Cake | Hybrid -100% Pure Live RosinSolventlessOil-1GVapeCartridge,HEAVY HITTERS,,,,
Ice Cream Cake | I/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Illemonatti | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Indoor Resin: CAM: Cherry Markers - 1g Cartridge,HEAVY HITTERS,,,,
Indoor Resin: CAM: Devil Driver - 1g Cartridge,HEAVY HITTERS,,,,
Indoor Resin: CAM: POP - 1g Cartridge,HEAVY HITTERS,,,,
Indoor Resin: Fig Bar - 1g Cartridge,HEAVY HITTERS,,,,
Insane OG | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Irene | S/H - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Irene | S/H- Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Italian Ice | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
J1 x H.R.E.A.M | Sativa - Live Rosin Infused 0.5g Preroll 5-Pack,HEAVY HITTERS,,,,
J1 x Key Lime Pie | Sativa - Live Rosin Infused Pre-Roll - 1.6g Jelly Joint,HEAVY HITTERS,,,,
J1 x Purple Punch | Sativa - Live Rosin Infused 0.5g Preroll 5-pack,HEAVY HITTERS,,,,
J1 | Sativa - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
J1 | Sativa - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Jack Herer 0.3g Live Resin 100% Sauce,HEAVY HITTERS,,,,
Jack Herer 1g 483 Live Resin Cartridge,HEAVY HITTERS,,,,
Jawbreaker | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Jealousy F3 | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Jealousy | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Jelly Mints | Hybrid - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Jelly Mints | Hybrid- Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Julius Ceasar x Banana Papaya | I - Live Rosin Infused Pre-Roll - 1.6g Jell,HEAVY HITTERS,,,,
Julius Ceasar x Rainbow Belts | I - Live Rosin Infused Pre-Roll 1.6g Jelly,HEAVY HITTERS,,,,
Kerosene x Grape Gas | Indica - Live Rosin Infused Pre-Roll - 1.6g Jelly Jo,HEAVY HITTERS,,,,
Kerosene x Sour Peaches | Indica - Live Rosin Infused 0.5g Preroll 5-Pack,HEAVY HITTERS,,,,
Kerosene x StrawGuava | Indica - Jelly Rosin Infused 0.5g Preroll 5-Pack,HEAVY HITTERS,,,,
Kerosene | Indica - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
Kiwi Strawberry x Acai Sherbert | Sativa - Jelly Rosin Infused 1.6g Preroll,HEAVY HITTERS,,,,
Kremlin OG | Indica - Diamond THCA-Infused Pre-Roll - 1G Joint,HEAVY HITTERS,,,,
Kush Crasher x Banana Punch | Indica - Jelly Rosin Infused 1.6g Preroll,HEAVY HITTERS,,,,
Kush Crasher x Purple Punch | Indica -Live Rosin Infused Pre-Roll-1.6g Jel,HEAVY HITTERS,,,,
LA Kush Cake | Hybrid - Diamond THCA-Infused Pre-Rolls - 1.5G Three-Pack,HEAVY HITTERS,,,,
LIVE Agent Orange Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Alien OG Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Apple Sherbert Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Banana OG Full Spectrum 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Banana Pie Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Banana Pie Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Birthday Cake Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Blue Dream Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Caramel Cream Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Charlotte's Web (CBD) Live Resin 1G,HEAVY HITTERS,,,,
LIVE Cherry Gas Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Critical Cure CBD (2:1) 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Do-Si-Dos 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Do-Si-Dos Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Durban Poison Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Eagle Scout Trainwreck Live Resin 1G,HEAVY HITTERS,,,,
LIVE Forbidden Fruit Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE GG #4 Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Gelato #33 Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Gelato #45 Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE High Octane OG 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE High Octane OG 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Ice Cream Cake Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Jack Flash Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Jack Herer Full Spectrum 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Key Lime Glue Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Key Lime Pie Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Kool Whip 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE LA Confidential Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Lava Cake Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Lemon Gelato 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Lemon Sour Diesel Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Lime Sherbert Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Lime Sorbet (Lime 91) 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Local Skunk Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE MAC 1 Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Magic Melon Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Mango Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Mendo Breath 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Mendo Breath Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Pineapple Upside Down Cake 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Pink Lemonade 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Ringos Gift (CBD) Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Royal Kush 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Royal Kush Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Royal Skunk 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Runtz Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE SFV OG Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE SFV x G41 Full Spectrum 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Sherbert Frosting Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Sherbert Frosting Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Sherbert Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Sour Diesel Full Spectrum 100% Live Resin 1G,HEAVY HITTERS,,,,
LIVE Sour Diesel X Cherry Pie 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Sour Kush Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Strawberry Banana 100% Live Resin 0.5G,HEAVY HITTERS,,,,
LIVE Strawberry Banana Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Strawberry Fields Full Spectrum Live Resin 1G,HEAVY HITTERS,,,,
LIVE Strawberry Lemonade 100% Live Resin 0.5G,HEAVY HITTERS,,,,
